"id","wave","country_name","iso_code","marital_status","num_of_children","rural_urban_living","age_category","education","gender","employment","trust_people","freq_rel_service_use","freq_internet_personal","freq_sports","freq_social_activities","vol_community_service","vol_education_cult_org","vol_social_charities","vol_political_parties","vol_other_organisation","volunteering_frequency","sei_left_out_soc","sei_life_is_complicated","sei_not_recognised","sei_looked_down","sei_feel_close_to_people","sei","mwbi_felt_cheerful","mwbi_felt_calm","mwbi_felt_active","mwbi_felt_fresh","mwbi_life_is_interesting","mwbi_felt_tense","mwbi_felt_lonely","mwbi_felt_downhearted","mwbi","wlbc_too_tired_household","wlbc_fam_responsibilities","wlbc_cannot_focus_on_work","wlbc","hrs_work_first_job","hrs_work_additional_job","work_hrs"
"AT1066417","2011","Germany","DE","Never married and not living with partner","0","A village/small town","18-24","Lower secondary education (ISCED 2)","Male","Student",7,5,1,5,5,4,4,4,4,4,1,5,5,5,5,1,1,6,6,6,6,6,2,6,1,0,NA,NA,NA,NA,NA,NA,NA
"AT1071211","2011","France","FR","Married or living with partner","0","A village/small town","18-24","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",7,5,1,1,2,4,4,4,4,4,1,3,1,3,5,3,3,1,2,2,4,3,6,6,6,72,5,5,5,1,25,NA,25
"AT1204209","2011","France","FR","Married or living with partner","0","A medium to large town","18-24","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",8,5,1,2,3,2,1,4,4,4,3,3,5,4,2,2,2.5,3,4,2,3,1,3,5,5,68,1,4,4,2,39,NA,39
"AT1204613","2011","United Kingdom","GB","Married or living with partner","2","A medium to large town","25-34","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",6,4,1,3,3,4,4,3,4,4,2,4,4,3,4,2,2.25,2,2,3,3,2,5,5,6,72,2,2,4,2,30,NA,30
"AT1122915","2011","United Kingdom","GB","Married or living with partner","1","A city or city suburb","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",6,5,1,1,5,1,4,4,4,1,3,4,5,3,3,3,2.25,2,3,4,4,5,5,5,5,48,2,4,2,3,16,NA,16
"AT1124412","2011","Italy","IT","Widowed and not living with partner","1","A village/small town","35-49","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",7,5,1,5,5,4,4,4,4,4,1,3,2,2,3,3,3.5,1,1,1,1,1,5,6,6,100,4,4,5,1,40,NA,40
"AT1053211","2011","United Kingdom","GB","Never married and not living with partner","0","A city or city suburb","25-34","Upper secondary education (ISCED 3)","Female","Unemployed",7,5,1,3,3,4,4,4,4,4,1,4,4,4,4,2,2,2,2,2,2,3,5,6,5,76,NA,NA,NA,NA,NA,NA,NA
"AT1067418","2011","United Kingdom","GB","Married or living with partner","2","A village/small town","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",8,5,1,2,3,4,3,3,4,4,2,5,4,4,5,2,1.5,2,3,3,2,3,5,6,6,68,4,2,4,2,40,NA,40
"AT1089725","2011","France","FR","Separated or divorced and not living with partner","1","A medium to large town","35-49","Lower secondary education (ISCED 2)","Female","Unemployed",4,5,5,5,5,4,4,4,4,4,1,5,5,5,5,2,1,5,2,2,4,5,4,5,4,48,NA,NA,NA,NA,NA,NA,NA
"AT1082920","2011","United Kingdom","GB","Never married and not living with partner","0","A village/small town","18-24","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",3,5,1,1,2,1,1,3,4,4,2,5,5,5,5,4,1,1,1,1,1,1,6,6,6,100,5,5,5,1,38,NA,38
"AT1084821","2011","Germany","DE","Never married and not living with partner","0","A village/small town","50-64","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",6,3,1,4,4,4,4,4,1,4,3,3,3,3,2,2,3.25,3,3,4,4,4,4,4,3,48,3,4,3,1,40,NA,40
"AT1031914","2011","Italy","IT","Never married and not living with partner","0","A village/small town","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",4,5,1,3,4,4,4,4,4,4,1,5,3,4,5,2,1.75,3,3,3,3,3,4,3,4,60,4,4,4,1,18,NA,18
"AT1033209","2011","Italy","IT","Never married and not living with partner","0","A village/small town","25-34","Tertiary education - first level (ISCED 5)","Female","Unemployed",7,4,1,4,5,4,4,4,4,4,1,4,4,4,4,1,2,2,2,3,2,3,4,6,6,72,NA,NA,NA,NA,NA,NA,NA
"AT1033411","2011","Germany","DE","Separated or divorced and not living with partner","2","The open countryside","50-64","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",6,5,1,3,3,4,4,4,4,3,2,5,5,5,5,4,1,3,3,3,3,2,4,5,6,64,3,4,5,1,30,NA,30
"AT1188725","2011","France","FR","Married or living with partner","0","A city or city suburb","18-24","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",2,5,2,5,5,4,4,4,4,4,1,3,2,2,2,5,3.75,2,2,1,3,3,6,5,6,76,2,2,5,2,48,NA,48
"AT1189221","2011","Italy","IT","Never married and not living with partner","0","A village/small town","25-34","Tertiary education - advanced level (ISCED 6)","Female","Employed (includes on leave)",5,4,1,3,5,4,4,4,4,4,1,4,2,2,4,3,3,2,2,2,2,2,6,6,6,80,3,3,5,1,40,NA,40
"AT1159622","2011","Italy","IT","Never married and not living with partner","0","A village/small town","25-34","Lower secondary education (ISCED 2)","Female","Employed (includes on leave)",5,5,1,2,5,4,4,4,4,4,1,5,3,3,4,1,2.25,2,4,2,4,3,3,4,4,60,1,4,5,2,40,NA,40
"AT1216616","2011","France","FR","Separated or divorced and not living with partner","3","A medium to large town","50-64","Upper secondary education (ISCED 3)","Female","Employed (includes on leave)",6,5,5,5,5,4,4,4,4,4,1,5,5,5,5,4,1,1,1,5,3,2,6,6,6,72,1,5,5,2,18,NA,18
"AT1216313","2011","Italy","IT","Never married and not living with partner","0","A city or city suburb","25-34","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",9,4,1,2,5,4,4,4,4,3,2,5,3,3,5,2,2,2,2,2,2,3,5,5,5,76,5,5,5,1,36,NA,36
"AT1195824","2011","Italy","IT","Separated or divorced and not living with partner","2","A village/small town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",1,5,5,5,5,4,4,4,4,4,1,3,3,3,5,4,2.5,2,2,2,6,1,5,6,6,68,1,1,5,2,60,NA,60
"AT1009818","2011","Italy","IT","Never married and not living with partner","0","A village/small town","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",6,5,1,2,3,4,3,4,3,4,2,5,3,4,5,2,1.75,3,4,3,2,3,5,5,5,60,4,4,4,1,45,NA,45
"AT1223210","2011","Germany","DE","Married or living with partner","3","A village/small town","35-49","Upper secondary education (ISCED 3)","Male","Retired",5,2,1,5,3,3,3,3,4,4,2,5,4,3,4,2,2,2,2,3,2,2,4,5,5,76,NA,NA,NA,NA,NA,NA,NA
"AT1135313","2011","Germany","DE","Separated or divorced and not living with partner","3","A medium to large town","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",8,5,1,2,4,4,4,4,4,4,1,5,5,5,5,1,1,2,2,2,2,3,5,6,5,76,4,5,5,1,50,NA,50
"AT1212915","2011","United Kingdom","GB","Never married and not living with partner","0","A medium to large town","18-24","Upper secondary education (ISCED 3)","Male","Student",4,5,1,2,2,4,4,4,4,4,1,4,3,4,1,2,3,2,2,3,6,2,6,6,5,60,NA,NA,NA,NA,NA,NA,NA
"AT1103914","2011","Germany","DE","Never married and not living with partner","1","A city or city suburb","35-49","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",9,5,1,2,2,4,4,4,4,4,1,5,NA,5,5,2,NA,1,1,1,2,2,5,6,6,92,2,5,5,2,45,NA,45
"AT1016614","2011","United Kingdom","GB","Never married and not living with partner","1","A city or city suburb","25-34","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",6,5,3,4,5,4,4,4,4,4,1,4,4,2,4,3,2.5,2,2,3,2,2,5,6,6,76,3,4,5,1,35,NA,35
"AT1173517","2011","United Kingdom","GB","Never married and not living with partner","0","A city or city suburb","25-34","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",5,2,2,5,2,4,4,4,4,4,1,4,4,4,4,2,2,1,1,2,3,2,4,6,6,84,2,4,5,2,8,NA,8
"AT1220914","2011","United Kingdom","GB","Never married and not living with partner","0","A city or city suburb","18-24","Upper secondary education (ISCED 3)","Female","Student",6,4,4,5,4,3,3,1,2,3,2,3,4,2,3,5,3,2,4,5,5,3,5,5,5,44,NA,NA,NA,NA,NA,NA,NA
"AT1221309","2011","United Kingdom","GB","Never married and not living with partner","0","A city or city suburb","25-34","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",7,5,1,3,4,4,4,4,4,4,1,4,2,2,1,3,3.75,3,3,4,4,3,5,5,6,52,1,3,4,2,42,NA,42
"AT1056214","2011","Germany","DE","Never married and not living with partner","0","A village/small town","35-49","Lower secondary education (ISCED 2)","Male","Unemployed",7,5,1,5,5,4,4,4,4,4,1,3,5,NA,1,2,NA,2,3,5,2,2,6,5,5,64,NA,NA,NA,NA,NA,NA,NA
"AT1065113","2011","Italy","IT","Separated or divorced and not living with partner","0","A village/small town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",5,4,1,2,4,4,3,4,4,4,2,5,5,2,5,2,1.75,2,2,2,3,2,5,5,5,76,4,5,5,1,40,NA,40
"AT1065315","2011","Italy","IT","Never married and not living with partner","0","A village/small town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",5,4,1,2,5,4,4,4,4,4,1,4,4,4,4,1,2,2,3,3,2,2,5,5,5,72,3,5,5,1,40,NA,40
"AT1069723","2011","Italy","IT","Never married and not living with partner","0","A village/small town","25-34","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",1,5,1,2,5,4,4,4,NA,4,1,3,2,2,2,4,3.75,2,4,2,3,4,4,4,4,60,1,NA,5,2,NA,NA,NA
"AT1077419","2011","Italy","IT","Never married and not living with partner","0","A medium to large town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",5,4,1,1,2,4,3,4,4,4,2,5,5,3,4,3,1.75,2,2,2,2,2,6,5,5,80,3,2,2,3,30,NA,30
"AT1147821","2011","France","FR","Separated or divorced and not living with partner","2","A city or city suburb","50-64","Upper secondary education (ISCED 3)","Female","Unemployed",8,5,1,2,5,4,4,4,4,4,1,5,5,5,3,5,1.5,2,4,2,2,2,5,6,6,72,NA,NA,NA,NA,NA,NA,NA
"AT1148519","2011","Germany","DE","Never married and not living with partner","0","A village/small town","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",2,5,2,2,5,4,4,4,4,4,1,5,4,3,5,4,1.75,2,2,1,2,2,6,6,6,84,5,5,5,1,40,NA,40
"AT1113006","2011","Italy","IT","Never married and not living with partner","0","A medium to large town","35-49","Lower secondary education (ISCED 2)","Male","Unemployed",3,5,5,3,4,4,4,4,4,4,1,3,1,4,2,2,3.5,3,4,4,4,4,2,4,3,44,NA,NA,NA,NA,NA,NA,NA
"AT1104006","2011","United Kingdom","GB","Never married and not living with partner","0","A medium to large town","25-34","Tertiary education - advanced level (ISCED 6)","Male","Employed (includes on leave)",6,4,4,2,4,4,4,3,4,4,2,2,3,3,3,3,3.25,3,3,3,3,3,5,6,6,60,5,5,5,1,48,NA,48
"AT1104410","2011","United Kingdom","GB","Never married and not living with partner","0","A city or city suburb","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",2,4,1,2,5,4,4,4,4,4,1,4,4,2,2,2,3,3,4,4,5,4,5,4,4,40,1,3,4,2,54,NA,54
"AT1154718","2011","United Kingdom","GB","Never married and not living with partner","0","A village/small town","25-34","Lower secondary education (ISCED 2)","Male","Unemployed",5,5,1,1,5,4,4,4,4,4,1,3,2,2,3,2,3.5,3,2,5,6,6,6,6,4,32,NA,NA,NA,NA,NA,NA,NA
"AT1149419","2011","Germany","DE","Separated or divorced and not living with partner","0","A city or city suburb","35-49","Lower secondary education (ISCED 2)","Male","Unable to work - disability/illness",1,5,5,5,5,4,4,4,4,4,1,2,2,2,1,5,4.25,5,6,6,6,1,2,3,1,24,NA,NA,NA,NA,NA,NA,NA
"AT1196219","2011","Germany","DE","Separated or divorced and not living with partner","0","A medium to large town","35-49","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",3,5,5,2,5,4,4,4,4,4,1,4,5,3,2,3,2.5,2,2,2,2,3,3,4,5,76,2,2,2,3,38,NA,38
"AT1165013","2011","United Kingdom","GB","Married or living with partner","0","A city or city suburb","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",7,5,1,2,2,4,4,4,4,4,1,5,5,3,5,3,1.5,2,3,2,3,2,5,6,6,72,4,5,5,1,37,4,41
"AT1134110","2011","United Kingdom","GB","Married or living with partner","3","A city or city suburb","35-49","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",6,5,1,3,5,4,4,4,4,4,1,5,4,4,5,3,1.5,2,2,2,6,5,6,6,6,52,4,4,4,1,NA,NA,NA
"AT1173315","2011","Germany","DE","Never married and not living with partner","0","A village/small town","18-24","Lower secondary education (ISCED 2)","Male","Student",3,5,1,5,5,4,4,4,4,4,1,5,5,5,5,3,1,3,3,3,4,3,3,6,6,56,NA,NA,NA,NA,NA,NA,NA
"AT1173820","2011","France","FR","Married or living with partner","1","A village/small town","25-34","Upper secondary education (ISCED 3)","Female","Other",5,4,1,2,5,4,3,4,4,4,2,3,3,2,4,2,3,3,5,4,6,2,2,5,5,40,NA,NA,NA,NA,NA,NA,NA
"AT1173921","2011","United Kingdom","GB","Never married and not living with partner","0","A village/small town","18-24","Tertiary education - first level (ISCED 5)","Male","Student",7,5,1,3,2,4,4,4,4,4,1,4,4,3,3,4,2.5,2,1,2,3,3,6,5,6,76,NA,NA,NA,NA,NA,NA,NA
"AT1174922","2011","United Kingdom","GB","Married or living with partner","0","A city or city suburb","18-24","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",7,5,1,1,2,3,4,4,4,4,2,5,2,4,4,5,2.25,3,3,4,3,2,5,6,6,60,5,4,4,1,32,NA,32
"AT1035817","2011","France","FR","Married or living with partner","4","A medium to large town","50-64","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",7,5,1,2,5,4,4,4,4,4,1,5,5,5,5,5,1,2,4,2,4,3,4,3,6,60,1,4,4,2,37,NA,37
"AT1068520","2011","United Kingdom","GB","Married or living with partner","2","A village/small town","25-34","Lower secondary education (ISCED 2)","Female","Homemaker",8,5,5,5,5,4,4,4,4,4,1,5,5,4,5,1,1.25,2,2,2,2,2,5,6,5,80,NA,NA,NA,NA,NA,NA,NA
"AT1072717","2011","Germany","DE","Separated or divorced and not living with partner","2","A medium to large town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",2,4,1,4,5,4,4,4,4,4,1,2,5,5,5,5,1.75,2,2,2,3,2,5,5,6,76,2,2,5,2,40,NA,40
"AT1080413","2011","France","FR","Separated or divorced and not living with partner","1","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Male","Unable to work - disability/illness",5,5,1,5,5,4,4,4,4,4,1,2,1,2,2,2,4.25,2,2,5,3,2,3,5,4,64,NA,NA,NA,NA,NA,NA,NA
"AT1093619","2011","Germany","DE","Married or living with partner","3","A medium to large town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",4,2,2,4,5,4,4,4,4,4,1,4,4,4,4,1,2,2,1,2,3,3,4,6,6,76,2,3,5,2,40,NA,40
"AT1095722","2011","France","FR","Married or living with partner","2","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,5,2,2,5,3,3,3,4,4,2,5,5,5,5,2,1,3,4,1,4,2,2,3,6,64,1,2,5,2,45,NA,45
"AT1234919","2011","France","FR","Separated or divorced and not living with partner","1","A medium to large town","50-64","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",9,5,1,5,5,4,4,4,4,4,1,5,4,4,5,1,1.5,2,3,2,4,2,4,6,5,68,1,5,5,2,30,20,50
"AT1015411","2011","France","FR","Widowed and not living with partner","4","A city or city suburb","65+","Lower secondary education (ISCED 2)","Male","Retired",5,2,5,5,5,4,2,4,4,4,3,4,4,3,5,1,2,2,3,4,4,4,3,2,5,52,NA,NA,NA,NA,NA,NA,NA
"AT1123916","2011","France","FR","Widowed and not living with partner","2","A medium to large town","65+","Upper secondary education (ISCED 3)","Male","Retired",6,5,1,1,2,4,1,3,4,2,2,4,4,4,5,1,1.75,3,4,5,5,3,4,1,5,40,NA,NA,NA,NA,NA,NA,NA
"AT1124008","2011","Germany","DE","Married or living with partner","2","A city or city suburb","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",8,4,2,5,5,4,4,4,4,4,1,2,5,2,5,4,2.5,3,3,4,2,3,5,5,6,60,1,1,1,3,40,NA,40
"AT1194318","2011","Germany","DE","Never married and not living with partner","0","A village/small town","35-49","Lower secondary education (ISCED 2)","Male","Retired",5,5,1,1,1,1,4,1,4,4,3,5,5,5,5,1,1,3,6,3,6,3,2,6,4,36,NA,NA,NA,NA,NA,NA,NA
"AT1164517","2011","United Kingdom","GB","Married or living with partner","2","A city or city suburb","25-34","No education completed (ISCED 0)","Female","Homemaker",8,1,5,5,5,1,4,4,4,4,3,2,2,4,5,2,2.75,4,3,3,6,5,5,3,2,36,NA,NA,NA,NA,NA,NA,NA
"AT1017716","2011","United Kingdom","GB","Never married and not living with partner","0","A city or city suburb","18-24","Upper secondary education (ISCED 3)","Female","Student",5,2,1,4,3,4,1,4,4,4,3,5,3,4,3,3,2.25,3,3,4,2,2,3,5,6,64,NA,NA,NA,NA,NA,NA,NA
"AT1041915","2011","United Kingdom","GB","Never married and not living with partner","0","A city or city suburb","25-34","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Female","Student",5,2,1,5,2,4,4,4,4,4,1,4,2,1,4,2,3.25,2,5,3,2,4,2,6,5,56,NA,NA,NA,NA,NA,NA,NA
"AT1165417","2011","Italy","IT","Never married and not living with partner","0","A medium to large town","25-34","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",6,4,1,3,4,4,3,4,4,4,2,3,1,2,2,3,4,3,2,2,3,2,5,4,6,72,1,3,2,3,NA,NA,NA
"AT1119921","2011","Italy","IT","Never married and not living with partner","0","A village/small town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",3,4,1,5,4,4,4,4,4,4,1,3,2,4,4,1,2.75,3,4,3,2,2,2,3,3,64,5,5,5,1,24,10,34
"AT1182820","2011","Italy","IT","Never married and not living with partner","1","A village/small town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",6,5,2,2,5,4,2,4,4,4,3,5,5,5,2,3,1.75,2,2,2,2,2,5,6,6,80,3,4,4,1,40,NA,40
"AT1147316","2011","Germany","DE","Never married and not living with partner","0","A city or city suburb","18-24","Lower secondary education (ISCED 2)","Male","Unable to work - disability/illness",4,5,1,5,5,4,4,4,4,4,1,1,1,1,1,5,5,5,5,5,6,5,2,2,2,16,NA,NA,NA,NA,NA,NA,NA
"AT1201812","2011","Germany","DE","Separated or divorced and not living with partner","3","A medium to large town","18-24","Lower secondary education (ISCED 2)","Male","Unemployed",2,4,1,4,4,4,4,4,4,4,1,3,4,2,2,2,3.25,2,2,2,3,2,3,3,3,76,NA,NA,NA,NA,NA,NA,NA
"AT1159218","2011","United Kingdom","GB","Separated or divorced and not living with partner","0","A city or city suburb","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",2,5,1,2,5,4,4,4,4,4,1,5,2,2,5,2,2.5,2,2,2,2,2,6,6,6,80,1,1,1,3,40,10,50
"AT1002306","2011","Germany","DE","Separated or divorced and not living with partner","0","A medium to large town","35-49","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Employed (includes on leave)",8,5,1,5,5,4,4,4,4,4,1,5,5,5,5,3,1,6,6,6,6,6,5,1,1,0,1,1,5,2,40,NA,40
"AT1207515","2011","France","FR","Married or living with partner","5 or more children","A city or city suburb","50-64","Primary education (ISCED 1)","Female","Homemaker",7,5,5,5,5,4,4,3,4,4,2,3,1,2,4,1,3.5,2,1,2,2,3,5,6,6,80,NA,NA,NA,NA,NA,NA,NA
"AT1208415","2011","France","FR","Married or living with partner","1","A city or city suburb","25-34","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",5,5,2,1,5,4,4,4,4,4,1,5,1,2,2,4,3.5,2,1,1,2,1,1,6,6,92,5,5,5,1,35,NA,35
"AT1133816","2011","United Kingdom","GB","Married or living with partner","1","A city or city suburb","35-49","Lower secondary education (ISCED 2)","Male","Unemployed",5,5,2,4,5,4,4,4,4,4,1,2,3,1,2,5,4,2,2,4,5,4,5,5,4,52,NA,NA,NA,NA,NA,NA,NA
"AT1232311","2011","Germany","DE","Never married and not living with partner","0","A medium to large town","35-49","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Male","Retired",3,4,5,5,5,3,4,4,4,4,2,4,4,3,2,3,2.75,5,2,5,1,2,5,4,6,60,NA,NA,NA,NA,NA,NA,NA
"AT1231815","2011","United Kingdom","GB","Married or living with partner","2","A village/small town","35-49","Lower secondary education (ISCED 2)","Male","Employed (includes on leave)",6,2,1,2,5,4,4,4,4,4,1,4,4,4,4,2,2,4,2,2,5,4,6,6,6,52,1,1,5,2,45,NA,45
"AT1237518","2011","Italy","IT","Never married and not living with partner","0","A village/small town","35-49","Upper secondary education (ISCED 3)","Male","Employed (includes on leave)",4,5,1,2,2,4,4,4,4,4,1,5,5,3,4,3,1.75,3,3,2,4,2,4,5,6,64,3,5,5,1,35,10,45
"AT1019415","2011","Germany","DE","Never married and not living with partner","0","A village/small town","35-49","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",2,4,1,2,5,4,4,4,4,4,1,5,5,5,5,2,1,2,2,2,3,3,4,3,5,72,3,5,5,1,40,NA,40
"AT1166418","2011","France","FR","Married or living with partner","1","A village/small town","25-34","Tertiary education - first level (ISCED 5)","Male","Employed (includes on leave)",8,5,1,2,5,4,4,4,4,4,1,3,5,5,5,3,1.5,2,3,2,6,2,5,6,6,60,5,5,5,1,45,NA,45
"AT1225818","2011","United Kingdom","GB","Never married and not living with partner","0","A city or city suburb","18-24","Tertiary education - first level (ISCED 5)","Female","Employed (includes on leave)",8,2,1,2,1,1,3,3,4,4,2,5,3,2,2,3,3,2,4,3,2,2,5,5,5,68,3,5,5,1,38,NA,38
"AT1225919","2011","United Kingdom","GB","Never married and not living with partner","0","A city or city suburb","18-24","Post-secondary including pre-vocational or vocational education but not tertiary (ISCED 4)","Female","Student",6,5,1,2,2,4,4,1,4,4,3,3,2,3,2,2,3.5,3,3,4,2,1,4,6,5,68,NA,NA,NA,NA,NA,NA,NA
