"region","wave","time_in_green","ncs_easy_walking_distance","ncs_relax_unwind","ncs_high_enough_standard","imp_protect_environment","concerned_damaging_environment","pick_up_litter","vote_political_party","change_lifestyle","wb_lonely","wb_satisfied","wb_worthwhile","wb_happy","wb_worried_anxious","wb_worried_anxious_r","ncs","wellbeing"
"East","Wave 26 - April 2022","Every day",1,1,1,5,5,3,1,"Yes",5,6,6,8,9,1,1,5.25
"East","Wave 26 - April 2022","Every day",5,4,4,4,4,3,4,"Yes",1,9,9,10,0,10,4.33333333333333,9.5
"North West","Wave 26 - April 2022","Once a week",4,3,2,4,4,3,4,"Yes",3,8,8,7,6,4,3,6.75
"Yorkshire and the Humber","Wave 26 - April 2022","More than twice a week, but not every day",4,4,4,5,5,4,3,"Yes",4,7,8,8,3,7,4,7.5
"South West","Wave 26 - April 2022","More than twice a week, but not every day",4,4,4,4,5,4,4,"Yes",4,3,4,5,0,10,4,5.5
"North East","Wave 26 - April 2022","More than twice a week, but not every day",5,5,5,5,5,3,3,"Yes",2,5,3,7,5,5,5,5
"Yorkshire and the Humber","Wave 26 - April 2022","Once or twice a month",4,4,5,5,5,3,3,"No",1,6,8,6,4,6,4.33333333333333,6.5
"South East","Wave 26 - April 2022","Once a week",5,5,4,5,5,5,3,"Yes",2,7,7,7,0,10,4.66666666666667,7.75
"London","Wave 26 - April 2022","More than twice a week, but not every day",3,4,4,4,4,4,3,"Yes",3,7,8,9,7,3,3.66666666666667,6.75
"East","Wave 26 - April 2022","Every day",1,4,4,3,4,3,3,"Yes",5,1,1,1,5,5,3,2
"North West","Wave 26 - April 2022","Once every 2-3 months",4,3,3,5,5,3,3,"Yes",4,3,4,6,2,8,3.33333333333333,5.25
"North West","Wave 26 - April 2022","More than twice a week, but not every day",4,4,4,3,3,3,2,"No",2,8,7,9,0,10,4,8.5
"London","Wave 26 - April 2022","Every day",5,5,5,5,5,3,4,"Yes",1,9,10,10,0,10,5,9.75
"East Midlands","Wave 26 - April 2022","Once a week",4,4,4,4,4,4,2,"Yes",5,4,5,5,7,3,4,4.25
"South West","Wave 26 - April 2022","More than twice a week, but not every day",4,4,4,5,5,4,5,"Yes",4,8,6,7,2,8,4,7.25
"West Midlands","Wave 26 - April 2022","More than twice a week, but not every day",4,3,3,4,4,5,2,"Yes",3,5,5,5,5,5,3.33333333333333,5
"South West","Wave 26 - April 2022","Once or twice a month",4,1,5,4,4,3,4,"Yes",4,4,2,1,10,0,3.33333333333333,1.75
"South West","Wave 26 - April 2022","Once a week",4,4,4,5,5,4,4,"Yes",1,9,9,8,0,10,4,9
"South East","Wave 26 - April 2022","Once a week",4,4,2,4,4,3,3,"Yes",4,5,4,2,6,4,3.33333333333333,3.75
"East","Wave 26 - April 2022","Every day",1,5,4,5,4,2,2,"Yes",4,6,5,5,3,7,3.33333333333333,5.75
"East","Wave 26 - April 2022","More than twice a week, but not every day",1,1,1,4,5,4,4,"Yes",2,10,10,10,10,0,1,7.5
"South East","Wave 26 - April 2022","More than twice a week, but not every day",5,4,5,5,4,3,3,"Yes",3,7,7,8,0,10,4.66666666666667,8
"North East","Wave 26 - April 2022","More than twice a week, but not every day",4,4,4,4,4,3,3,"Yes",1,8,8,9,0,10,4,8.75
"North West","Wave 26 - April 2022","More than twice a week, but not every day",5,5,5,4,4,4,3,"Yes",1,9,10,10,0,10,5,9.75
"South West","Wave 26 - April 2022","Once a week",4,4,4,5,5,3,3,"Yes",2,9,8,9,0,10,4,9
"North West","Wave 26 - April 2022","More than twice a week, but not every day",4,3,3,4,3,3,3,"Yes",2,8,7,8,0,10,3.33333333333333,8.25
"South East","Wave 26 - April 2022","Twice a week",4,4,4,5,5,3,4,"Yes",1,8,9,9,2,8,4,8.5
"North West","Wave 26 - April 2022","More than twice a week, but not every day",4,4,4,4,4,4,4,"Yes",2,8,8,9,2,8,4,8.25
"North West","Wave 26 - April 2022","More than twice a week, but not every day",5,5,5,5,5,3,2,"Yes",2,9,9,10,0,10,5,9.5
"South West","Wave 26 - April 2022","Every day",5,4,5,4,4,3,3,"Yes",2,7,7,6,5,5,4.66666666666667,6.25
"East Midlands","Wave 26 - April 2022","Every day",5,5,4,5,5,4,4,"Yes",1,9,10,10,0,10,4.66666666666667,9.75
"London","Wave 26 - April 2022","Once a week",4,4,4,3,3,1,1,"Yes",3,7,5,6,3,7,4,6.25
"West Midlands","Wave 26 - April 2022","Every day",2,5,5,4,4,4,3,"Yes",2,7,5,7,1,9,4,7
"North West","Wave 26 - April 2022","Once or twice a month",4,4,3,5,5,5,5,"Yes",2,7,9,9,0,10,3.66666666666667,8.75
"London","Wave 26 - April 2022","More than twice a week, but not every day",2,5,5,3,3,3,4,"Yes",3,8,8,8,1,9,4,8.25
"North West","Wave 26 - April 2022","Less often",5,5,5,5,4,3,3,"Yes",4,5,5,5,4,6,5,5.25
"London","Wave 26 - April 2022","More than twice a week, but not every day",1,1,1,4,4,5,3,"Yes",3,9,10,9,0,10,1,9.5
"South West","Wave 26 - April 2022","More than twice a week, but not every day",1,1,1,4,4,4,4,"Yes",4,7,7,10,0,10,1,8.5
"West Midlands","Wave 26 - April 2022","Every day",5,5,5,4,4,5,2,"Yes",1,10,10,10,2,8,5,9.5
"East","Wave 26 - April 2022","Once a week",3,3,4,5,4,1,1,"No",3,4,0,5,8,2,3.33333333333333,2.75
"East","Wave 26 - April 2022","Twice a week",4,5,5,5,5,3,3,"Yes",4,9,9,9,8,2,4.66666666666667,7.25
"North West","Wave 26 - April 2022","Once a week",2,4,4,5,5,4,3,"Yes",1,9,10,9,0,10,3.33333333333333,9.5
"North East","Wave 26 - April 2022","Twice a week",2,5,4,4,3,2,4,"Yes",4,2,10,4,4,6,3.66666666666667,5.5
"South West","Wave 26 - April 2022","Every day",5,5,5,5,4,5,1,"Yes",4,10,10,10,0,10,5,10
"South West","Wave 26 - April 2022","More than twice a week, but not every day",1,4,4,4,4,4,3,"Yes",3,6,7,7,6,4,3,6
"South West","Wave 26 - April 2022","Once a week",4,4,4,5,4,1,4,"Yes",2,9,9,9,1,9,4,9
"South West","Wave 26 - April 2022","Twice a week",1,4,2,5,4,2,3,"Yes",1,5,7,6,0,10,2.33333333333333,7
"South East","Wave 27 - May 2022","Once a week",5,5,5,5,5,3,5,"Yes",2,9,9,9,0,10,5,9.25
"South East","Wave 27 - May 2022","Twice a week",5,5,5,5,5,3,4,"Yes",2,4,5,6,4,6,5,5.25
"South East","Wave 27 - May 2022","More than twice a week, but not every day",5,5,5,3,4,3,5,"No",2,7,7,7,3,7,5,7
"South West","Wave 27 - May 2022","Every day",4,3,5,4,4,5,3,"Yes",4,8,7,7,2,8,4,7.5
"North West","Wave 27 - May 2022","Once a week",2,4,4,4,4,3,2,"Yes",1,8,9,7,5,5,3.33333333333333,7.25
"South East","Wave 27 - May 2022","Once a week",4,4,4,4,4,4,4,"Yes",2,5,5,6,2,8,4,6
"North West","Wave 27 - May 2022","Once a week",5,5,5,5,5,2,2,"Yes",5,10,10,10,10,0,5,7.5
"London","Wave 27 - May 2022","More than twice a week, but not every day",5,5,5,5,5,3,4,"Yes",3,10,10,10,10,0,5,7.5
"North West","Wave 27 - May 2022","Once or twice a month",4,4,4,4,4,3,3,"Yes",3,7,7,7,5,5,4,6.5
"Yorkshire and the Humber","Wave 27 - May 2022","Once every 2-3 months",1,1,1,5,4,5,3,"Yes",3,9,9,7,9,1,1,6.5
"London","Wave 27 - May 2022","Once a week",5,5,5,5,4,5,3,"Yes",1,10,10,10,0,10,5,10
"South East","Wave 27 - May 2022","Every day",5,3,4,4,4,3,5,"No",1,8,7,8,0,10,4,8.25
"East","Wave 27 - May 2022","Once a week",4,3,4,3,4,1,3,"Yes",2,9,8,9,0,10,3.66666666666667,9
"South West","Wave 27 - May 2022","Once a week",2,5,5,5,5,5,4,"Yes",5,0,0,0,10,0,4,0
"North West","Wave 27 - May 2022","Every day",5,5,4,5,5,3,5,"Yes",5,5,4,5,6,4,4.66666666666667,4.5
"East","Wave 27 - May 2022","Twice a week",4,5,4,5,5,3,3,"Yes",2,6,7,7,5,5,4.33333333333333,6.25
"West Midlands","Wave 27 - May 2022","Every day",4,4,4,4,5,3,2,"Yes",2,8,8,9,0,10,4,8.75
"South East","Wave 27 - May 2022","Once a week",4,4,5,5,5,3,5,"Yes",1,9,9,8,0,10,4.33333333333333,9
"Yorkshire and the Humber","Wave 27 - May 2022","Every day",5,5,4,5,5,5,4,"Yes",3,8,8,7,7,3,4.66666666666667,6.5
